Row,test,total_changed_90,description_length,total_methods,total_token,total_added_lines,dmm_unit_interfacing,TokenDensity,GunningFog,LexicalDiversity
Android_21048,1.84642601656519,0.573751576062355,1.63452312112656,-0.206926685849678,1.44452907558697,1.59506494640392,0.985061103825678,1.77048859892648,0.694236470725075,-1.69367228337563
Android_22345,-0.591935785636011,-1.64689767727281,1.63452312112656,-1.11667867127944,-1.24073878877841,-1.56189247548444,-0.874132956119252,0.467946064571733,-1.83556741245302,-1.66617309190767
Android_21527,-0.591935785636011,-1.64689767727281,1.63452312112656,-1.11667867127944,-1.24073878877841,-0.0789737602191886,-0.874132956119252,0.706096279752571,-1.65799377161699,-1.6661981604653
Android_14746,-0.591935785636011,-1.64689767727281,1.63452312112656,-0.502212077862714,1.44452907558697,0.675853793583324,-0.508280807559907,1.69262984134776,0.543089773531823,-1.68473829561203
Android_22313,-0.591935785636011,-0.382738150017953,1.63452312112656,-0.424428888889296,1.44452907558697,1.35590737014692,0.93074981798182,1.76266416966844,0.641994982866306,-1.69879183918473
Android_14395,-0.591935785636011,-0.186409141044354,1.63452312112656,-0.936648155929958,1.13028625642273,-0.929724638740718,-0.874132956119252,0.704703237194605,-1.64620797392569,-1.66702827094069
Android_18698,1.84642601656519,-1.64689767727281,1.63452312112656,-0.441698379393791,1.05209890860499,1.59506494640392,1.09415239162312,1.77048859892648,0.857869836004046,-1.70180879116091
Android_21505,-0.591935785636011,0.599428893147217,1.63452312112656,-0.936648155929958,1.44452907558697,0.194087952845676,-0.874132956119252,0.861860890284003,-2.35310721762197,-1.6726345643322
Android_15404,-0.591935785636011,-1.64689767727281,1.63452312112656,-1.11667867127944,-1.24073878877841,1.36137524254096,-0.874132956119252,1.5719313637889,-0.00492873174254716,-1.69252695855541
Android_15367,-0.591935785636011,0.811245310785036,1.63452312112656,-0.502212077862714,1.44452907558697,1.59506494640392,1.09415239162312,1.77048859892648,1.0179474992679,-1.69962568741002
Android_23554,1.60759551119071,-0.662523087185715,1.63452312112656,-0.655333827040392,0.621201440401128,0.911718915833371,1.09415239162312,1.22494630942787,-0.536858358766399,-1.67811977022681
Android_11817,-0.591935785636011,-1.14927339401448,1.63452312112656,-0.936648155929958,1.44452907558697,-0.208547911447079,1.09415239162312,0.777198863264681,-1.51333684371025,-1.66677458889111
Android_23810,-0.591935785636011,-0.662523087185715,1.63452312112656,-0.936648155929958,1.03840779692894,-0.0789737602191886,-0.874132956119252,1.06024456271718,-1.14027385884617,-1.67615573721588
Android_22071,-0.591935785636011,-0.863238075964709,1.63452312112656,-1.11667867127944,-1.24073878877841,-0.595582043787998,-0.874132956119252,0.798556815292914,-1.72271654199548,-1.66329763275616
