Row,test,total_changed_90,description_length,total_methods,total_token,total_added_lines,dmm_unit_interfacing,TokenDensity,GunningFog,LexicalDiversity
OpenStack_1820,0,0,1,0,0,1543,3.318730884,33.88708261,113.4814815,6.394411765
OpenStack_3135,0,20,0,3063,61,2,1.00811168,25.8159139,82.75,5.978187919
OpenStack_6492,1,46,0,0,0,1,0,6.594478458,24.5,7.683333333
OpenStack_241,0,21,0,0,0,7,0.480891813,6.57425876,30.28571429,6.972318339
OpenStack_5788,1,99,0,12552,324,1,1.356216163,17.74230323,66.82352941,6.906493506
OpenStack_319,0,71,1,0,0,291,3.845106041,95.04336117,275.3181818,4.131147541
OpenStack_6122,2,74,0,22719,494,2,1.504958999,19.40133869,76.18181818,5.920844327
OpenStack_2674,16,197,2,30982,1086,840,3.691430957,156.451911,428.6923077,6.297991071
OpenStack_1988,0,78,0,166,0,169,0.176886208,20.79762519,76.03846154,5.657777778
OpenStack_6062,0,11,0,0,0,2,0,9.340880503,29.44444444,6.524429967
OpenStack_101,0,1,0,0,0,0,0,6.099449703,21.94736842,6.751091703
OpenStack_6047,0,154,0,0,0,111,4.821547282,26.13639665,81.62637363,5.599355217
OpenStack_1131,0,18,0,6008,180,1,0,5.225683128,24.3,6.851851852
OpenStack_4518,0,11,0,1591,38,2,0,5.448734361,23.38095238,7.03875969
OpenStack_2960,21,108,0,55839,1017,200,6.078506855,182.0772859,499.3846154,4.109550562
OpenStack_2299,1,4,0,2316,52,22,0.119831965,19.73893081,75.47058824,6.035087719
OpenStack_6887,0,8,0,0,0,2,0,7.032904437,29.3,7.965635739
OpenStack_1952,0,24,0,1173,63,3,0,6.089553057,24.80952381,6.556390977
OpenStack_1055,0,4,1,0,0,0,0,5.718063479,20.68421053,6.950226244
OpenStack_2074,0,37,0,840,31,8,0.245114795,10.11253314,46.19047619,6.262711864
OpenStack_6917,1,216,0,19757,643,11,0.487368115,9.475433758,39.27777778,6.581939799
OpenStack_5150,0,113,0,0,0,4,0,6.422582235,27.92,6.165266106
OpenStack_5819,0,19,0,1929,60,2,0,6.368066743,28.72727273,6.897959184
OpenStack_6834,1,9,0,549,30,0,0,6.516629023,24.0952381,6.810218978
OpenStack_5250,0,92,0,10953,361,10,0,8.673209677,38.75,6.732142857
OpenStack_5421,0,86,0,0,0,97,0,11.52431285,44.35,6.602040816
OpenStack_4255,0,88,0,0,0,29,0,19.09499431,70.3,5.6133829
OpenStack_729,0,16,0,8488,275,1,0,4.965658263,21.85714286,6.758474576
OpenStack_6503,1,11,0,1854,97,1,0,6.623883618,27.35294118,6.907172996
OpenStack_6561,0,72,0,8596,281,4,0,6.464089892,28.47368421,6.813229572
OpenStack_3564,0,38,0,0,0,9,0.257542476,6.341093765,29.63157895,7.185328185
OpenStack_4120,0,6,0,0,0,2,0,4.492647439,21.95652174,6.689922481
OpenStack_6867,0,45,0,9577,368,1,0,7.285130301,27.10526316,6.89122807
OpenStack_7699,0,62,0,756,35,1,0,4.598969045,23.22727273,7.219607843
OpenStack_7629,0,53,0,0,0,1,0,6.399577745,26.05882353,7.109090909
OpenStack_4757,0,8,0,0,0,151,0.120724151,19.17227152,64.23809524,5.757377049
OpenStack_2093,0,81,0,9655,209,2,0,5.990049987,25.85714286,6.819548872
OpenStack_340,1,3,0,1532,45,1,0.535956011,9.383636364,36.66666667,5.985576923
OpenStack_2451,0,3,0,55,1,3,0,6.155063492,25.2,6.470119522
OpenStack_5894,5,102,0,6454,171,143,2.051691763,46.55129327,140.4166667,5.74852768
OpenStack_3915,0,0,0,895,30,4,0,8.021282051,28.88888889,7.074074074
OpenStack_4307,0,1,0,0,0,17,0,6.664275862,27.06666667,6.110588235
OpenStack_5817,0,56,0,0,0,2,0,6.01882904,26.14285714,6.71942446
OpenStack_2278,0,5,0,0,0,1,0,6.970214172,24.31578947,6.808429119
OpenStack_2332,0,15,0,0,0,1,0,6.480086957,23.91304348,6.485245902
OpenStack_3331,14,488,3,69695,2278,578,6.481004757,122.8640737,339.2380952,5.392298059
OpenStack_6571,0,1,0,0,0,8,0,12.41453973,51.64705882,6.031152648
OpenStack_6537,0,59,0,7632,243,1,0,6.834685023,24.88235294,7.115044248
OpenStack_5192,1,68,0,0,0,0,0,10.18497423,38.94117647,7.142857143
OpenStack_7532,1,7,0,950,22,2,0,17.0322714,59.41176471,6.140515222
OpenStack_903,0,0,0,1521,48,2,0,8.362823096,31.94117647,7.28358209
OpenStack_3382,1,40,0,2694,91,7,0.839598958,12.41059386,49.17647059,6.707236842
OpenStack_4449,1,89,0,18454,420,9,0.415452264,15.34996346,58.27777778,6.480417755
OpenStack_7187,0,8,0,0,0,8,0,11.51809668,50.17647059,6.264604811
OpenStack_5765,0,1,0,0,0,1,0,6.278151887,23.05263158,6.659663866
OpenStack_5332,4,14,0,18227,357,79,4.144036033,81.83821933,238.7777778,6.088200238
OpenStack_2956,6,90,0,37358,870,121,3.41237823,8.658699366,37.94444444,6.491103203
OpenStack_5534,0,4,0,80,3,1,0,6.552655305,25.17647059,7.165178571
OpenStack_3901,0,5,0,0,0,2,0,4.469281102,21.95652174,6.705426357
OpenStack_2397,0,4,0,0,0,1,0,7.369390227,25.70588235,6.832635983
OpenStack_3090,0,8,1,0,0,0,0,7.065921053,33.25,6.758007117
OpenStack_7086,0,24,0,929,20,2,0,5.952983988,25.44444444,7.379310345
OpenStack_2992,4,107,1,16330,390,41,3.029197784,45.658607,142.8846154,6.438238453
OpenStack_3368,1,32,1,3880,97,0,0.56223936,10.79752954,41.26315789,6.177142857
OpenStack_5928,0,122,0,0,0,114,0,14.82498568,61.525,6.246305419
OpenStack_711,0,3,0,537,25,2,0,6.410800586,28.35294118,7.092105263
OpenStack_7879,0,27,0,5742,189,4,0.5,9.043423077,38.35,6.544072948
OpenStack_3863,1,77,0,3078,147,10,0.575787752,18.58356883,63.42307692,6.384505022
OpenStack_7147,1,26,0,837,28,1,0,6.684743034,27.94117647,6.978723404
OpenStack_5536,1,6,0,2382,72,0,0.464385619,6.242735043,28.40740741,6.766578249
OpenStack_3592,0,24,0,4311,189,0,0,6.632259923,25.81818182,7.321311475
OpenStack_2239,0,17,2,0,0,0,0.403967445,5.498436364,22.72727273,6.805970149
OpenStack_3304,1,4,0,4166,160,31,0,8.073995416,32.45454545,6.877094972
OpenStack_1992,3,221,0,44636,970,10,2.494790643,14.73927854,59.05263158,5.890449438
OpenStack_6465,0,93,1,943,30,0,0.222471193,4.863931488,22.95833333,7.091240876
OpenStack_5944,0,104,0,12078,393,5,0,6.638983376,32.58333333,6.097791798
OpenStack_330,0,5,0,0,0,7,0,9.508619685,41.58823529,6.213235294
OpenStack_3838,2,104,1,6791,117,111,8.951940428,53.38702312,163.3225806,6.13625498
OpenStack_203,0,5,0,0,0,1,0,7.097470588,23.52941176,6.849557522
OpenStack_6961,0,4,1,0,0,1,0.914929913,13.1261991,52,7.212307692
OpenStack_5701,0,0,0,117,5,1,0,6.614268477,24.55555556,7.256410256
OpenStack_1763,0,10,0,0,0,0,0,6.911115427,24.94117647,6.753191489
OpenStack_7189,0,120,0,1059,55,2,0,5.776068111,26.84210526,6.81147541
OpenStack_3451,0,5,0,448,24,4,0,6.985324773,27.58333333,6.941504178
OpenStack_709,0,8,0,2503,24,10,0,11.35163359,38.55,5.987373737
OpenStack_840,18,96,0,88084,1682,3123,8.973632616,256.1525216,688.9166667,5.145134689
OpenStack_4796,0,2,0,754,14,6,0.430827083,9.600585708,40.94444444,6.935153584
OpenStack_5743,1,10,0,1026,14,0,0,6.012825581,27.95,6.748062016
OpenStack_6383,0,17,6,0,0,0,1.020905822,34.47643302,117.8823529,5.462287105
OpenStack_6880,0,10,0,0,0,66,0,15.36479856,50.35416667,6.011235955
OpenStack_4667,4,42,0,6582,135,30,2.562357913,29.299141,102.2352941,5.520454545
OpenStack_127,2,16,3,14834,482,112,4.107595848,99.81958111,281.28,6.223761321
OpenStack_5468,0,1,0,122,5,1,0,6.958691915,25.76470588,7.183406114
OpenStack_3004,0,15,0,1752,65,15,0,12.08243727,50.22727273,5.530337079
OpenStack_7464,1,71,0,8966,206,0,0.438431785,12.3747267,49.15789474,6.037037037
OpenStack_1059,0,4,1,0,0,0,0,5.718063479,20.68421053,6.950226244
OpenStack_7217,0,15,0,0,0,7,0.401050703,7.986734694,32.66666667,6.754578755
OpenStack_5308,0,48,0,2718,20,7,0.23686905,8.323954023,34.8,6.927672956
OpenStack_7240,0,27,0,0,0,1,0,7.939047782,29.3,6.753205128
OpenStack_621,4,0,2,50103,885,367,2.688760958,78.98834171,229.6153846,5.619079838
OpenStack_3547,1,0,0,402,15,36,0.070300552,12.87774231,55.94117647,6.832713755
OpenStack_7779,0,14,0,5057,148,42,0.410116086,30.2199321,100.1904762,5.926267281
OpenStack_3020,3,30,0,17858,446,281,3.630452154,166.4822972,454.6666667,5.723059743
OpenStack_1660,0,64,0,29720,976,3,0.920614063,7.942488949,33.7826087,7.037735849
Qt_9539,0,1,0,0,0,1,0,7.14479525,22.61111111,7.30472103
Qt_17339,0,4,0,1080,25,27,1.528111252,31.92923663,101.8571429,5.7763329
Qt_26950,0,7,0,749,20,8,0,9.306404467,40.3,5.796460177
Qt_16397,1,80,0,19285,715,7,3.283107762,18.23371229,65.10526316,5.116788321
Qt_20700,0,2,0,950,31,62,0,32.25857644,98.58823529,4.89017341
Qt_3849,0,1,0,1557,76,13,0,18.42673274,64.94117647,5.410810811
Qt_4604,0,1,0,0,0,1,0,7.798714152,25.94117647,6.487903226
Qt_25404,0,75,0,23012,690,20,2.526607752,19.39559696,63,5.386023295
Qt_7798,0,12,0,10074,379,0,0,7.174217029,25.76470588,6.986899563
Qt_2439,1,6,0,45336,317,11,0,8.495069705,37.3,6.319298246
Qt_17897,0,1,0,0,0,1,0,6.576124795,22.55555556,7.629310345
Qt_17220,0,35,0,715,30,9,1.56237448,13.05734108,40.52631579,5.698412698
Qt_2671,0,22,0,11979,310,0,3.064813406,44.65579636,130.2222222,4.59688826
Qt_19388,0,4,0,2181,133,6,0,10.48116779,37.52631579,5.809677419
Qt_16861,1,30,0,15962,475,0,0.906564975,9.606357755,38.9047619,6.386904762
Qt_2258,1,4,0,17389,422,56,1.54850816,39.23277138,124.1944444,6.54823686
Qt_2485,1,12,0,18690,188,6,0,10.32257634,43.63157895,7.583850932
Qt_6269,0,6,0,8918,333,8,0,15.94139779,53.72222222,5.683823529
Qt_24593,0,5,0,4521,175,9,0,7.57473822,31.83333333,6.803703704
Qt_19210,0,0,1,0,0,0,0,6.897599606,22.52631579,6.975903614
Qt_17655,1,7,0,4841,19,3,0,10.27233328,35.47368421,6.036789298
Qt_24970,0,4,0,0,0,110,0,24.23210113,86.22222222,7.053507729
Qt_12965,1,10,0,2614,24,2,0.442179356,6.079125819,24.52631579,6.898305085
Qt_24657,0,10,0,4136,93,0,0,8.414446251,27.26315789,7.358156028
Qt_19690,0,92,0,0,0,1,0,5.604069358,24.15,6.721518987
Qt_11665,0,17,0,439,11,6,1.383256259,6.210665505,28.7,6.675
Qt_18629,0,105,9,40003,831,0,4.488760695,89.38508346,257.3888889,4.470238095
Qt_17983,0,1,0,0,0,3,0,10.78008721,26.875,6.940609952
Qt_24665,0,2,0,0,0,1,0,8.165266848,26.64705882,7.244360902
Qt_23674,0,10,0,0,0,0,0,6.717952489,24.47058824,6.955357143
Qt_14504,0,4,0,3730,40,108,1.996517764,17.39282102,61.85185185,6.163859112
Qt_6157,0,6,0,4040,132,12,1.869723097,13.84080684,51.84210526,6.295652174
Qt_11524,0,3,0,1914,70,1,0,8.388840465,30.64705882,6.621212121
Qt_7814,1,3,0,8989,54,6,0,6.291363636,27.5,6.716475096
Qt_19266,0,1,0,0,0,2,0,7.145015396,24.05555556,6.851239669
Qt_24611,0,5,0,4562,177,0,0,8.060880267,33.17647059,7.367816092
Qt_21932,0,18,0,6632,253,3,0,9.224195009,27.05,6.459701493
Qt_15045,0,9,0,9274,277,3,0,6.616803119,28.42105263,6.28125
Qt_15400,0,20,0,4141,209,10,0,10.43005016,36.61904762,6.202046036
Qt_16880,0,58,0,0,0,1,0,7.64551566,22.35,6.779069767
Qt_11067,2,7,0,1014,11,101,2.19845568,21.64580945,81.30952381,4.9175
Qt_19041,13,59,4,21699,559,136,8.079508297,58.71873851,171.490566,5.392321755
Qt_15514,0,8,0,690,0,4,0,7.866836323,24.88235294,6.916666667
Qt_20883,1,7,0,26513,322,16,0,17.00989859,61.71428571,5.897274633
Qt_25199,0,80,0,21805,710,10,2.969594401,21.99820026,71.26315789,5.001992032
Qt_20901,0,45,0,0,0,10,3.207752213,13.03619669,48.76470588,5.66779661
Qt_2721,0,1,0,0,0,0,0,6.522715618,23.83333333,7.06779661
Qt_13370,0,4,0,2946,101,2,0,7.217982578,28.7,6.112676056
Qt_2830,0,11,0,0,0,34,0.109277826,12.67534759,50.47058824,7.154109589
Qt_4674,1,20,2,20485,570,113,2.50853796,47.32971425,140.2727273,4.575560376
Qt_21212,0,3,0,41,2,2,0,6.567009223,28.11111111,6.871900826
Qt_1127,1,0,0,59,1,1,0.528320834,6.037195484,27.81818182,6.743055556
Qt_19526,0,10,0,18387,506,6,0,12.11683971,44.05882353,6.039513678
Qt_369,0,2,0,7645,197,1,0.300824223,18.44939626,66.94117647,5.552356021
Qt_19247,1,44,0,17263,414,6,0,7.702373121,34.29411765,7.109848485
Qt_2125,0,2,0,0,0,0,0.5,8.276485992,35.94117647,7.571984436
Qt_17591,1,5,0,8035,99,4,0.970950594,8.964108436,40.15789474,6.587591241
Qt_9855,1,4,0,6531,236,25,0.045779724,40.12868633,124.3333333,4.569705094
Qt_11406,0,23,0,2917,90,7,0.401050703,14.16144687,42.35,5.604456825
Qt_26184,0,47,0,11532,328,246,1.32179617,107.9139064,295.952381,3.532374101
Qt_5056,0,1,0,0,0,3,0,5.808378465,23.45,6.729166667
Qt_10937,0,12,0,0,0,1,0,6.296223474,23.10526316,6.603375527
Qt_2177,1,0,0,16060,176,1,0,5.739,23.6,6.725738397
Qt_15541,0,5,0,46404,1048,0,0,7.339364941,25.47368421,7.286245353
Qt_13205,0,21,1,0,0,1,0.009685945,5.700428935,18.71428571,6.802575107
Qt_6820,0,119,0,0,0,158,8.54331203,4.944770941,25.0952381,6.975103734
Qt_19545,1,19,0,40481,559,37,0.702446197,37.44665918,121.0952381,5.76124031
Qt_2419,1,1,0,2425,35,8,0.04727928,19.33269031,72.25,6.207289294
Qt_17620,0,5,0,9910,487,1,0,8.626492068,25.72,7.105134474
Qt_9918,1,2,0,820,10,1,0,5.945867681,21.35,6.854077253
Qt_19849,0,1,0,0,0,5,1.527363914,5.732691976,32.10526316,7.013452915
Qt_3936,1,12,0,8061,72,35,0.580038103,48.74433615,145.0588235,4.096660808
Qt_532,0,0,0,0,0,2,0,7.433623188,25.55555556,6.852830189
Qt_15329,0,0,0,0,0,91,0.944681867,50.56902315,146.3636364,4.550351288
Qt_17096,0,0,0,764,25,2,0,7.460543672,31.16666667,6.685823755
Qt_1303,0,5,0,0,0,1,0,8.458008176,30.47058824,6.613475177
Qt_1257,0,0,0,0,0,1,0,7.213603465,24.76470588,6.716738197
Qt_19779,0,2,0,1575,76,28,0,19.45153312,71.57142857,5.461206897
Qt_18598,0,34,0,9055,399,0,0,7.261944078,26.23529412,7.153846154
Qt_3382,0,9,0,0,0,2,0,6.782601697,23.64705882,6.931818182
Qt_13592,1,48,0,30808,784,1,0.672099333,17.44080855,65.38888889,5.352678571
Qt_17979,2,10,0,88962,974,35,1.668280682,33.87947313,110.5238095,6.539534884
Qt_7548,0,27,0,15625,473,73,1.812293244,59.89136465,174.3043478,3.65633546
Qt_10512,0,0,1,0,0,5,0.360201221,8.929176825,38.63157895,6.52027027
Qt_606,1,10,0,27974,689,12,0.224793104,14.57423948,57.22222222,7.31865285
Qt_24282,1,117,0,76737,1531,38,1.374558544,81.21344866,226.4193548,3.75439408
Qt_11991,0,1,3,0,0,2,2.073479192,7.74064119,26.52380952,6.821316614
Qt_18330,1,12,0,14884,167,1,0,7.331064178,28.27777778,7.265384615
Qt_20575,0,0,0,0,0,1,0,5.738929908,22.21052632,6.78125
Qt_13772,1,7,0,2493,103,0,0,6.889971147,27.84210526,7.191176471
Qt_4682,0,25,0,0,0,1086,2.625330912,5.893034408,23.10526316,6.8
Qt_4082,8,11,0,26122,638,74,2.26253979,58.44240453,175.125,4.549682875
Qt_12017,0,41,0,6992,144,16,0.52439747,25.83285714,78.66666667,3.618380062
Qt_13060,15,405,4,152939,2687,1226,14.5317085,7.88881898,36.89473684,6.596958175
Qt_11027,0,12,0,5621,157,18,0,11.69315601,45.52380952,5.302702703
Qt_18444,0,24,0,31566,740,11,1.542698997,20.18617124,69.47058824,5.731527094
Qt_1132,0,0,0,777,0,1,0,7.295125272,25.41176471,6.812765957
Qt_21530,0,3,0,0,0,3,0.471109393,10.38919139,39.88235294,6.35
Qt_15336,0,2,0,8010,232,2,0.389975,10.73568309,39.57894737,6.022284123
Qt_24137,1,40,0,9122,470,10,0.557457242,12.98155773,52.52173913,6.178021978
Qt_18258,0,10,0,17250,353,0,0,6.024986532,29.7,7.463035019
Qt_7513,0,14,0,12249,505,5,0.551388148,10.96907369,41.05,6.12
Qt_3230,0,6,0,0,0,34,0.63011401,21.30821585,76.14285714,6.826548673
Qt_17554,4,129,0,83306,1140,395,2.825151636,49.62782979,155.6829268,6.127308707
Qt_24402,0,1,0,0,0,7,0,6.3943647,26.05263158,7.228571429
Qt_9840,1,72,0,53818,1701,3,0.683715452,32.28638508,103.9473684,7.808510638
Qt_5413,0,24,0,0,0,0,0,7.393551526,25.05263158,6.974452555
Qt_22706,0,352,0,104353,3153,28,5.714923829,40.73401161,116.4210526,4.263556116
Qt_6545,0,2,5,0,0,0,1.650471848,20.21425012,74.33333333,6.551724138
Qt_9313,4,195,0,69733,1800,111,9.311570257,63.98672927,193.4285714,4.973958333
Qt_7382,0,5,0,2939,97,1,0,7.778272059,26.35294118,6.912863071
Qt_12985,0,2,0,0,0,1,0,7.768693285,24.42105263,7.06884058
Qt_13790,4,30,0,94973,938,322,2.653628739,98.16106708,277.65,4.666666667
Qt_21680,0,34,0,8584,278,6,0,12.39037287,43.05882353,6.230088496
Qt_9233,1,6,0,2823,55,5,0,7.472672065,26,6.765567766
Qt_11818,0,20,0,8370,368,1,0,7.647895958,27.94444444,6.995983936
Qt_1400,1,1,3,746,9,3,0.433926886,27.63036269,91.31818182,5.806349206
Qt_18289,0,14,0,3741,119,0,0,7.568680154,28.83333333,7.003937008
Qt_24728,0,3,0,2004,60,1,0.528771238,8.312411028,27.63157895,6.482071713
Qt_6260,0,0,0,0,0,1447,3.512625593,121.7518901,336.4375,4.972512582
Qt_2812,0,3,0,1728,40,1,0,7.422909633,27.89473684,6.667953668
Qt_20401,0,26,0,0,0,11,1.045242276,9.294560485,39.86363636,6.861198738
Qt_19944,0,74,0,4485,158,1,0,7.692564593,28.94736842,7.040816327
Qt_5534,0,63,0,46924,1332,46,0.74156777,60.53602433,178.6470588,4.307588076
Qt_10867,6,3,0,3806,26,95,1.193694531,61.11747628,177.0952381,3.60707457
Qt_17594,0,2,0,1501,31,1,0,6.503112128,23,6.762711864
Qt_11966,0,6,0,0,0,220,15.13850813,108.5164841,301.9411765,4.765089723
Qt_24245,0,1,0,7303,171,2,0,8.303647921,32.11764706,6.253787879
Qt_5599,0,10,0,292954,0,2578,0,6.089501096,20.21052632,6.933333333
Qt_21060,1,34,0,28249,540,8,0.487368115,12.46685481,48.72222222,5.856
Qt_22224,0,92,0,0,0,0,0,6.669623811,31.73684211,6.969230769
Qt_12527,0,12,0,1854,52,2,0,7.249302461,28.47368421,7.037878788
Qt_13356,1,11,0,1833,22,2,0,6.364337014,24.47826087,6.533546326
Qt_8716,0,52,0,10857,233,49,5.455472491,40.8566518,124.8823529,3.91537133
Qt_20785,0,15,0,0,0,2,0,7.025974659,28.5,6.437751004
Qt_11141,0,0,0,607,5,1,0,5.667084639,23.72727273,6.996428571
Qt_7521,3,104,1,55462,564,141,2.67161949,94.82429841,258.46875,2.941649049
Qt_19311,0,35,0,9247,402,5,0,7.916189221,31.61111111,8
Qt_18726,0,1,0,0,0,1,0,6.446120858,21.31578947,7.643776824
Qt_6671,0,2,0,0,0,1,0,6.654045915,31.05555556,6.931623932
Qt_11931,0,1,0,3665,111,59,0,28.16507066,91.72222222,4.316479401
Qt_6188,7,30,0,142812,1188,44,2.20663773,27.98081878,96.09090909,5.859766277
Qt_25473,2,52,0,31070,454,13,0.697055095,20.90875793,70.76190476,5.66469428
Qt_690,0,7,0,1279,42,13,0.240438991,9.386581633,36.75,6.137195122
Qt_15972,0,20,0,0,0,1,0,6.120611111,22.05,6.777777778
Qt_8572,0,5,0,1566,88,16,0.22753802,11.04087291,35.38095238,6.139759036
Qt_8246,0,9,0,9032,173,1,0,7.716132086,24.57894737,7.098901099
Qt_14898,1,3,1,603,15,1,0.678831885,11.53356509,42.78947368,7
Qt_15368,0,181,0,29671,929,60,3.742976693,26.10725146,90.94736842,5.344387755
Qt_7811,1,3,0,5970,106,56,0,10.9495652,48.13636364,5.874358974
Qt_9620,0,4,0,1579,48,10,0.332192809,13.25424515,47.76470588,6.51552795
Qt_6144,0,7,0,3716,109,5,0,10.10167695,40.80952381,5.924242424
Qt_187,0,17,0,40056,966,60,4.629149575,30.46068869,94.68421053,5.801801802
Qt_14612,1,1,0,780,29,1,0,6.273005671,23,6.674825175
Qt_2789,0,7,0,1161,51,0,0,10.49291022,34,6.681208054
Qt_17826,0,16,0,6212,229,3,0,7.70482835,33.44444444,6.654676259
Qt_18977,0,2,0,2742,96,1,0,6.795488115,26.10526316,7.425925926
Qt_19484,0,27,0,1059,37,290,1.177028353,45.43372114,133.4,5.261565836
Qt_15646,0,5,0,2725,72,1,0,7.104197531,27,7.238095238
Qt_5432,0,3,0,0,0,1,0,6.792780508,25.22727273,6.912052117
Qt_13240,0,4,0,3021,142,2,0.5,5.596180223,24.11538462,6.576923077
Qt_20277,0,16,0,12739,443,13,0,7.969542484,31.23529412,6.395522388
Qt_10371,0,6,0,0,0,0,0,7.037246283,26.76470588,6.692946058
Qt_110,0,2,0,681,0,8,0,8.128933333,27.77777778,6.335907336
Qt_22155,1,125,0,65414,1964,19,5.471679457,29.80715724,94.57142857,4.852223816
Qt_9021,0,2,0,0,0,0,0,11.04448485,30.55555556,6.634730539
Qt_12514,0,14,0,4556,22,14,5.053834728,11.14127451,48,6.472727273
Qt_20585,0,2,0,0,0,3,0,7.306108792,29.43478261,6.667673716
Qt_5132,1,11,0,3099,80,64,0.653618274,39.28519442,118.4736842,4.588323353
Qt_19051,0,50,0,5256,222,9,0,8.606696075,36.42105263,6.513605442
Qt_20556,2,34,20,55,2,56,3.897021251,49.1603691,151.5263158,6.942865514
Qt_24210,0,12,0,3882,137,2,0,7.219687747,25.3,6.762264151
Qt_18482,0,14,0,2437,63,0,0,7.496075663,24.0952381,7.104693141
Qt_10746,1,20,0,2256,54,12,0.685754248,16.27300348,57.4,6.162291169
Qt_7098,2,4,0,86873,1396,215,1.730669931,79.35279172,224.1142857,4.706808943
Qt_7136,13,77,0,109398,1071,83,6.181917984,50.12331325,153.2307692,5.659266409
Qt_26745,0,8,0,1599,22,11,0.320159766,14.62900085,52.88235294,5.594855305
Qt_21481,0,30,0,0,0,8,0.889975,2.069969977,22.93939394,6.166666667
Qt_8721,0,241,0,0,0,9,3.551798128,6.410098803,29.15789474,6.604938272
Qt_8306,3,60,1,58206,922,2,1.794372194,15.65234824,58.94117647,6.325581395
Qt_10020,0,27,0,10940,486,1,0,7.753827751,25.47368421,6.28125
Qt_12295,1,7,0,33680,384,0,0,8.098192513,32.35294118,6.456692913
Qt_8328,0,2,0,0,0,1,0,5.913631579,20.9,6.987394958
Qt_13585,1,26,2,25958,979,5,2.14216781,14.19655669,57.36363636,5.868686869
Qt_22418,1,14,0,15200,122,123,0,54.85180943,167.5217391,4.101190476
Qt_2460,0,6,0,0,0,27,1.985120065,21.69875286,72.83333333,6.631377551
Qt_516,0,1,0,1214,21,3,0,8.325565611,26,6.843220339
Qt_5973,0,0,0,1415,46,2,0,9.101681291,31.94117647,6.621621622
Qt_3963,0,4,0,2532,90,4,0.528320834,11.76076035,37.45,5.588571429
Qt_16502,0,15,1,0,0,10,1.757058632,37.90320294,122.625,6.134275618
Qt_15463,0,9,0,232,10,4,0,8.056796815,26.94117647,6.741525424
Qt_18288,0,5,0,1956,47,0,0,5.735238095,25,6.376569038
Qt_9765,0,6,0,0,0,602,10.16249932,19.78623646,75.7,6.468319559
Qt_23783,0,45,0,0,0,3,0,9.788705674,41.77777778,6.739583333
Qt_5930,0,0,0,0,0,1,0,7.01740394,24.76470588,6.995633188
Qt_11860,0,43,0,16425,711,50,1.331734659,22.25532918,70.25,5.08630394
Qt_9079,1,40,0,0,0,56,0.482212467,11.39181773,45.40909091,6.661835749
Qt_9562,1,4,0,12860,168,8,0.448715698,30.02872751,97.12,5.173260573
Qt_4147,0,5,0,7181,289,4,0,6.773571429,32.38095238,6.056105611
Qt_8535,21,112,0,189269,2086,93,5.441974054,87.96494765,249.4545455,4.570741758
Qt_14489,0,7,0,0,0,30,0,15.02538131,51.57894737,5.675544794
Qt_8497,0,11,0,4675,136,9,0.501215559,15.50208042,56.88235294,6.498525074
Qt_13717,0,3,0,5793,157,3,0.5,8.334822422,32.36842105,6.08496732
Qt_4739,0,19,0,20219,636,1,0.5,10.46540895,31.85,6.270588235
Qt_11517,0,14,0,56840,1848,15,0.803037677,9.426012829,35.84210526,5.904761905
Qt_20952,3,2,8,12,0,13,2.66715684,9.899613994,45.21052632,6.569536424
Qt_16409,0,5,0,0,0,3,0,6.77627451,30,7.336170213
Qt_16700,0,1,0,0,0,1,0,5.940293522,21.89473684,6.790393013
Qt_15427,0,1,0,95,0,1,0,6.72389523,23.64705882,6.95890411
Qt_13112,0,5,0,2261,79,0,0,7.335399435,26.94117647,6.861344538
Qt_14569,0,1,0,20942,198,1,0,7.461602728,28.41176471,6.711934156
Qt_12179,0,8,0,1185,59,1,0,6.137539735,22.65,6.813559322
Qt_14652,0,13,0,5239,213,33,0.105115631,16.41161512,53.88888889,5.617169374
Qt_13721,0,12,2,0,0,50,0.385378324,7.946070822,22.84210526,6.962825279
Qt_20680,0,57,0,20294,428,3,0,11.14566487,40.68421053,6.685459941
Qt_2922,0,8,0,2319,84,2,0.415452264,10.1157043,34.04761905,6.067226891
Qt_1938,0,1,0,0,0,0,0,7.716924074,26.70588235,6.739669421
Qt_21460,0,18,4,4,0,0,1.16832521,10.50933198,41.16666667,6.054176072
Qt_12333,0,0,0,0,0,12,4.497231596,6.33359412,23.36842105,7.394957983
Qt_13386,0,23,0,13890,388,1,0,9.666465806,36.17647059,7.081081081
Qt_11488,0,0,1,0,0,0,0,13.71881346,47.40816327,5.610859729
Qt_11670,19,113,0,187159,1855,8,5.070287733,5.8712613,21.95652174,6.757785467
Qt_16721,0,7,0,1194,22,2,0.5,8.499678715,36.88888889,6.330960854
Qt_22118,0,6,0,0,0,615,0,6.553968254,21,6.96875
Qt_22142,0,15,0,13589,505,0,0,7.420584795,27.94736842,6.950704225
Qt_24180,0,2,0,0,0,2,0,5.615243902,20.5,6.955947137
Qt_16818,0,6,0,6019,207,4,0,8.023434914,28.7826087,6.084548105
Qt_13114,0,23,0,9440,298,123,3.009548205,116.5986373,314.2727273,3.910941476
Qt_7120,0,1,0,0,0,0,0.5,8.679518477,44.52631579,7.71031746
Qt_20669,0,1,0,8231,293,0,0,8.515488041,26.76470588,6.817813765
Qt_2022,0,5,0,12909,419,2,0,7.098426501,26.47826087,6.027303754
Qt_633,1,9,0,13405,266,5,0,9.342703848,40.82352941,7.637992832
