Row,z_1,z_2
bnd_pnt_1,-2.85277430668091,-4.87668365108172
bnd_pnt_2,-2.02189781430183,-5.12238316761768
bnd_pnt_3,-0.818813689365784,-5.34242924451759
bnd_pnt_4,0.271226327233796,-4.9786099940942
bnd_pnt_5,1.13481838907512,-4.38164235514139
bnd_pnt_6,3.23339161695579,-2.61642590983693
bnd_pnt_7,4.27460695283505,-1.4086069268285
bnd_pnt_8,5.04756683254309,-0.223089739900268
bnd_pnt_9,2.62831969091122,5.477450346607
bnd_pnt_10,1.79744319853214,5.72314986314296
bnd_pnt_11,0.594359073596091,5.94319594004287
bnd_pnt_12,-0.495680943003489,5.57937668961948
bnd_pnt_13,-1.35927300484481,4.98240905066667
bnd_pnt_14,-3.45784623272548,3.21719260536221
bnd_pnt_15,-4.49906156860474,2.00937362235378
bnd_pnt_16,-5.27202144831278,0.823856435425547
bnd_pnt_17,-2.85277430668091,-4.87668365108172
